"","fund_name","fund_extended_name","category","fund_family","net_assets","ytd_return","fund_yield","morningstar_rating","inception_date","investment","size","currency","net_annual_expense_ratio_fund","net_annual_expense_ratio_category","portfolio_cash","portfolio_stocks","portfolio_bonds","portfolio_others","portfolio_preferred","portfolio_convertable","price_earnings","price_book","price_sales","price_cashflow","median_market_cap","basic_materials","consumer_cyclical","financial_services","real_estate","consumer_defensive","healthcare","utilities","communication_services","energy","industrials","technology","bond_maturity","bond_duration","rating_us_government","rating_aaa","rating_aa","rating_a","rating_bbb","rating_bb","rating_b","rating_below_b","rating_others","morningstar_return_rating","fund_return_ytd","category_return_ytd","fund_return_1month","category_return_1month","fund_return_3months","category_return_3months","fund_return_1year","category_return_1year","fund_return_3years","category_return_3years","fund_return_5years","category_return_5years","fund_return_10years","category_return_10years","fund_return_2018","category_return_2018","fund_return_2017","category_return_2017","fund_return_2016","category_return_2016","fund_return_2015","category_return_2015","fund_return_2014","category_return_2014","fund_return_2013","category_return_2013","fund_return_2012","category_return_2012","fund_return_2011","category_return_2011","fund_return_2010","category_return_2010","morningstar_risk_rating","years_up","years_down","fund_alpha_3years","category_alpha_3years","fund_alpha_5years","category_alpha_5years","fund_alpha_10years","category_alpha_10years","fund_beta_3years","category_beta_3years","fund_beta_5years","category_beta_5years","fund_beta_10years","category_beta_10years","fund_mean_annual_return_3years","category_mean_annual_return_3years","fund_mean_annual_return_5years","category_mean_annual_return_5years","fund_mean_annual_return_10years","category_mean_annual_return_10years","fund_r_squared_3years","category_r_squared_3years","fund_r_squared_5years","category_r_squared_5years","fund_r_squared_10years","category_r_squared_10years","fund_standard_deviation_3years","category_standard_deviation_3years","fund_standard_deviation_5years","category_standard_deviation_5years","fund_standard_deviation_10years","category_standard_deviation_10years","fund_sharpe_ratio_3years","category_sharpe_ratio_3years","fund_sharpe_ratio_5years","category_sharpe_ratio_5years","fund_sharpe_ratio_10years","category_sharpe_ratio_10years","fund_treynor_ratio_3years","category_treynor_ratio_3years","fund_treynor_ratio_5years","category_treynor_ratio_5years","fund_treynor_ratio_10years","category_treynor_ratio_10years","NumOfSector","highest"
"124","BRGIX","Bridges Investment Fund","Large Growth","Bridges",172810000,13.68,0.52,2,1963-06-30,"Growth","Large","USD",0.8,1.06,6.5,93.5,0,0,0,0,"18.05",3.43,"2.63","11.06","119,557.74",3.15,14.9,28.51,0.78,2.18,11.47,0.26,1.56,4.5,11.45,21.23,NA,NA,0,0,0,0,0,0,0,0,0,2,13.68,15.67,2.78,2.12,13.68,15.67,8.48,10.71,13.39,15.35,9.21,11.26,14.19,15.94,-3.76,-2.09,21.98,27.67,7.09,3.23,0.33,3.6,9.37,10,32.99,33.92,14.16,15.34,0.62,-2.46,11.5,15.53,2,43,12,-0.53,0.01,-1.99,0,-2.08,-0.01,1.04,0.01,1.05,0.01,1.04,0.01,1.11,0.01,0.8,0.01,1.19,0.01,94.53,0.84,94.76,0.86,94.87,0.88,11.5,0.13,12.11,0.13,13.61,0.14,1.04,0.01,0.72,0.01,1.01,0.01,"11.61",0.13,"7.98",0.1,"13.16",0.15,11,"financial_services"
"125","BRLGX","American Beacon Bridgeway Large Cap Growth Fund Institutional Class","Large Growth","American Beacon",195170000,16.53,0.34,3,2003-10-30,"Growth","Large","USD",0.81,1.06,2.14,97.86,0,0,0,0,"15.63",4.15,"1.95","9.41","39,834.61",3.4,18,9.72,3.62,9.32,15.54,0,1.63,1.3,15.12,22.33,NA,NA,0,0,0,0,0,0,0,0,0,3,16.53,15.67,1.87,2.12,16.53,15.67,4.28,10.71,14.38,15.35,12.06,11.26,16.3,15.94,-5.99,-2.09,27.22,27.67,5.59,3.23,3.62,3.6,18.66,10,37.19,33.92,16.21,15.34,-0.71,-2.46,13.34,15.53,3,12,3,-0.88,0.01,0.68,0,-0.35,-0.01,1.16,0.01,1.05,0.01,1.06,0.01,1.2,0.01,1.02,0.01,1.35,0.01,88.96,0.84,85.5,0.86,90.14,0.88,13.23,0.13,12.75,0.13,14.13,0.14,0.99,0.01,0.9,0.01,1.11,0.01,"11.26",0.13,"10.68",0.1,"14.99",0.15,10,"technology"
"126","BUFEX","Buffalo Large Cap Fund","Large Growth","Buffalo",68980000,15.02,0.34,3,1995-05-18,"Growth","Large","USD",0.94,1.06,2.52,97.48,0,0,0,0,"20.04",4.48,"3.1","16.75","89,195.18",3.83,21.51,14.83,2.29,1.16,15.54,0,0,1.33,8.79,30.72,NA,NA,0,0,0,0,0,0,0,0,0,3,15.02,15.67,3.23,2.12,15.02,15.67,12.96,10.71,15.66,15.35,12.87,11.26,16.54,15.94,-1.63,-2.09,24.86,27.67,6.9,3.23,7.15,3.6,12.76,10,32.76,33.92,17.23,15.34,-5.6,-2.46,14.32,15.53,3,18,5,1.87,0.01,2.16,0,-0.25,-0.01,1.01,0.01,0.96,0.01,1.06,0.01,1.27,0.01,1.07,0.01,1.37,0.01,88.87,0.84,88.19,0.86,89.94,0.88,11.49,0.13,11.5,0.13,14.26,0.14,1.22,0.01,1.04,0.01,1.12,0.01,"14.24",0.13,"12.5",0.1,"15.1",0.15,9,"technology"
"127","BUFGX","Buffalo Growth Fund","Large Growth","Buffalo",174810000,15.3,0.02,3,1995-05-18,"Growth","Large","USD",0.91,1.06,4.05,95.95,0,0,0,0,"22.7",5.5,"4.26","18.31","82,570.92",4.08,18.11,10.75,1.74,1.26,21.94,0,2.32,0,8.5,31.31,NA,NA,0,0,0,0,0,0,0,0,0,3,15.3,15.67,2.45,2.12,15.3,15.67,13.17,10.71,14.15,15.35,10.4,11.26,16.15,15.94,0.51,-2.09,22.81,27.67,4.86,3.23,2.64,3.6,8.88,10,35.4,33.92,11.86,15.34,-0.06,-2.46,23.28,15.53,3,19,4,0.46,0.01,-0.02,0,-0.79,-0.01,1.02,0.01,0.96,0.01,1.08,0.01,1.17,0.01,0.88,0.01,1.34,0.01,86.6,0.84,88.07,0.86,89.53,0.88,11.77,0.13,11.45,0.13,14.5,0.14,1.08,0.01,0.86,0.01,1.08,0.01,"12.62",0.13,"10",0.1,"14.53",0.15,9,"technology"
"128","CADRX","Columbia Large Cap Growth Fund III Institutional 2 Class","Large Growth","Columbia",1.54e+09,16.64,0,3,2013-12-10,"Growth","Large","USD",0.73,1.06,1.06,98.94,0,0,0,0,"20.41",4.28,"2.96","13.44","99,402.15",2.1,16.03,9.91,0.76,3.07,17.73,0,3.26,0.73,11.67,34.76,NA,NA,0,0,0,0,0,0,0,0,0,3,16.64,15.67,2.31,2.12,16.64,15.67,9.05,10.71,14.74,15.35,11.23,11.26,15.67,15.94,-4.02,-2.09,28.05,27.67,1.57,3.23,3.01,3.6,12.14,10,NA,NA,NA,NA,NA,NA,NA,NA,4,4,1,-0.47,0.01,-0.59,0,-1.65,-0.01,1.16,0.01,1.12,0.01,1.12,0.01,1.23,0.01,0.97,0.01,1.32,0.01,86.42,0.84,85.67,0.86,87.84,0.88,13.36,0.13,13.48,0.13,15.12,0.14,1,0.01,0.8,0.01,1.01,0.01,"11.64",0.13,"9.36",0.1,"13.64",0.15,10,"technology"
"129","CAFAX","American Funds AMCAP Fund Class 529-A","Large Growth","American Funds",6.6e+10,12.69,0.46,3,2002-02-14,"Growth","Large","USD",0.75,1.06,9.14,90.86,0,0,0,0,"20.15",3.73,"2.8","11.13","62,299.63",1.63,15.83,7.75,0.46,3.13,23.61,0.53,1.07,7.05,12.78,26.17,NA,NA,0,0,0,0,0,0,0,0,0,3,12.69,15.67,1.84,2.12,12.69,15.67,6.94,10.71,13.47,15.35,9.96,11.26,15.91,15.94,-1.97,-2.09,21.93,27.67,8.93,3.23,0.72,3.6,12,10,36.69,33.92,15.61,15.34,0.26,-2.46,13.96,15.53,2,14,2,0.25,0.01,-0.55,0,-0.09,-0.01,0.98,0.01,0.97,0.01,1.01,0.01,1.11,0.01,0.85,0.01,1.31,0.01,90.38,0.84,92.15,0.86,93.86,0.88,11.06,0.13,11.32,0.13,13.22,0.14,1.08,0.01,0.83,0.01,1.15,0.01,"12.43",0.13,"9.43",0.1,"15.32",0.15,11,"technology"
"130","CAFCX","American Funds AMCAP Fund Class 529-C","Large Growth","American Funds",6.6e+10,12.47,0,3,2002-02-18,"Growth","Large","USD",1.52,1.06,9.14,90.86,0,0,0,0,"20.15",3.73,"2.8","11.13","62,299.63",1.63,15.83,7.75,0.46,3.13,23.61,0.53,1.07,7.05,12.78,26.17,NA,NA,0,0,0,0,0,0,0,0,0,2,12.47,15.67,1.78,2.12,12.47,15.67,6.14,10.71,12.6,15.35,9.11,11.26,15.01,15.94,-2.74,-2.09,20.99,27.67,8.14,3.23,-0.06,3.6,11.11,10,35.64,33.92,14.68,15.34,-0.5,-2.46,12.99,15.53,2,12,4,-0.52,0.01,-1.33,0,-0.85,-0.01,0.98,0.01,0.97,0.01,1.01,0.01,1.04,0.01,0.78,0.01,1.24,0.01,90.51,0.84,92.23,0.86,93.85,0.88,11.04,0.13,11.32,0.13,13.2,0.14,1.02,0.01,0.76,0.01,1.1,0.01,"11.55",0.13,"8.56",0.1,"14.45",0.15,11,"technology"
"131","CAFEX","American Funds AMCAP Fund Class 529-E","Large Growth","American Funds",6.6e+10,12.61,0.3,3,2002-03-06,"Growth","Large","USD",0.97,1.06,9.14,90.86,0,0,0,0,"20.15",3.73,"2.8","11.13","62,299.63",1.63,15.83,7.75,0.46,3.13,23.61,0.53,1.07,7.05,12.78,26.17,NA,NA,0,0,0,0,0,0,0,0,0,3,12.61,15.67,1.82,2.12,12.61,15.67,6.71,10.71,13.22,15.35,9.71,11.26,15.62,15.94,-2.18,-2.09,21.64,27.67,8.7,3.23,0.51,3.6,11.72,10,36.37,33.92,15.32,15.34,0.02,-2.46,13.53,15.53,2,14,2,0.03,0.01,-0.78,0,-0.32,-0.01,0.98,0.01,0.97,0.01,1.01,0.01,1.09,0.01,0.83,0.01,1.29,0.01,90.43,0.84,92.17,0.86,93.83,0.88,11.05,0.13,11.32,0.13,13.2,0.14,1.07,0.01,0.81,0.01,1.14,0.01,"12.18",0.13,"9.17",0.1,"15.05",0.15,11,"technology"
"132","CAFFX","American Funds AMCAP Fund Class 529-F-1","Large Growth","American Funds",6.6e+10,12.73,0.66,3,2002-09-16,"Growth","Large","USD",0.52,1.06,9.14,90.86,0,0,0,0,"20.15",3.73,"2.8","11.13","62,299.63",1.63,15.83,7.75,0.46,3.13,23.61,0.53,1.07,7.05,12.78,26.17,NA,NA,0,0,0,0,0,0,0,0,0,3,12.73,15.67,1.89,2.12,12.73,15.67,7.21,10.71,13.72,15.35,10.19,11.26,16.16,15.94,-1.72,-2.09,22.2,27.67,9.17,3.23,0.89,3.6,12.23,10,37.02,33.92,15.87,15.34,0.47,-2.46,14.13,15.53,2,14,2,0.47,0.01,-0.34,0,0.14,-0.01,0.98,0.01,0.97,0.01,1.01,0.01,1.13,0.01,0.87,0.01,1.33,0.01,90.36,0.84,92.13,0.86,93.83,0.88,11.06,0.13,11.32,0.13,13.22,0.14,1.1,0.01,0.85,0.01,1.17,0.01,"12.69",0.13,"9.67",0.1,"15.57",0.15,11,"technology"
"133","CAMLX","Congress Large Cap Growth Fund Retail Class","Large Growth","Congress",314980000,16.41,0.45,3,2009-03-30,"Growth","Large","USD",0.99,1.06,1.63,98.37,0,0,0,0,"23.79",6.36,"3.42","15.9","120,693.57",2.92,12.16,16.74,1.77,8.11,13.18,0,3.72,1.34,12.15,27.91,NA,NA,0,0,0,0,0,0,0,0,0,3,16.41,15.67,3.82,2.12,16.41,15.67,12.39,10.71,14.54,15.35,10.97,11.26,13.92,15.94,-0.12,-2.09,25.22,27.67,4.48,3.23,1.79,3.6,8.98,10,28.84,33.92,11.81,15.34,2.79,-2.46,10.18,15.53,2,8,1,1.14,0.01,0.33,0,-1.14,-0.01,0.98,0.01,0.98,0.01,0.96,0.01,1.19,0.01,0.93,0.01,1.16,0.01,90.23,0.84,91.15,0.86,92.28,0.88,11.16,0.13,11.46,0.13,12.69,0.14,1.16,0.01,0.9,0.01,1.06,0.01,"13.45",0.13,"10.41",0.1,"14.04",0.15,10,"technology"
"134","CAPEX","Eaton Vance Tax-Managed Growth 1.0 Fund","Large Growth","Eaton Vance",960490000,13.94,1.22,3,1966-03-28,"Growth","Large","USD",0.48,1.06,1.38,98.62,0,0,0,0,"17.3",3.43,"2.24","9.35","105,598.3",1.59,15.96,17.23,0.05,8.49,12.89,0.31,1.2,4.21,12.1,25.97,NA,NA,0,0,0,0,0,0,0,0,0,2,13.94,15.67,1.51,2.12,13.94,15.67,8.66,10.71,13.34,15.35,10.54,11.26,14.98,15.94,-5.04,-2.09,22.73,27.67,9,3.23,2.47,3.6,12.72,10,32.33,33.92,15.41,15.34,0.78,-2.46,12.78,15.53,2,43,9,-0.55,0.01,-0.49,0,-0.78,-0.01,1.04,0.01,1.02,0.01,1,0.01,1.1,0.01,0.89,0.01,1.24,0.01,98.6,0.84,98.56,0.86,98.74,0.88,11.22,0.13,11.47,0.13,12.74,0.14,1.06,0.01,0.86,0.01,1.13,0.01,"11.61",0.13,"9.56",0.1,"14.56",0.15,11,"technology"
"135","CBCAX","Calamos Investment Trust - Calamos Focus Growth Fund","Large Growth","Calamos",47900000,0.56,0,1,2003-11-30,"Growth","Large","USD",1.16,1.06,8.33,91.67,0,0,0,0,"23.7",3.92,"3.06","11.25","62,500.99",0,11.1,5.99,1.55,8.63,15.29,0,5.87,2.19,13.87,35.5,NA,NA,0,0,0,0,0,0,0,0,0,1,0.56,15.67,1.05,2.12,4.95,15.67,5.26,10.71,6.87,15.35,12.01,11.26,5.45,15.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,10,2,-4.01,0.01,-4.76,0,-1.54,-0.01,1.02,0.01,1.07,0.01,1,0.01,0.62,0.01,1.02,0.01,0.55,0.01,81.35,0.84,80.35,0.86,89.77,0.88,12.22,0.13,13.32,0.13,16.07,0.14,0.6,0.01,0.91,0.01,0.36,0.01,"6.64",0.13,"11.1",0.1,"4.63",0.15,9,"technology"
"136","CBCBX","Calamos Investment Trust - Calamos Focus Growth Fund","Large Growth","Calamos",47900000,-0.08,0,1,2003-11-30,"Growth","Large","USD",1.91,1.06,8.33,91.67,0,0,0,0,"23.7",3.92,"3.06","11.25","62,500.99",0,11.1,5.99,1.55,8.63,15.29,0,5.87,2.19,13.87,35.5,NA,NA,0,0,0,0,0,0,0,0,0,1,-0.08,15.67,1.01,2.12,4.77,15.67,4.46,10.71,6.05,15.35,11.18,11.26,4.66,15.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,10,2,-4.79,0.01,-5.49,0,-2.29,-0.01,1.02,0.01,1.07,0.01,1,0.01,0.55,0.01,0.96,0.01,0.49,0.01,81.28,0.84,80.22,0.86,89.69,0.88,12.23,0.13,13.31,0.13,16.05,0.14,0.53,0.01,0.86,0.01,0.31,0.01,"5.83",0.13,"10.34",0.1,"3.85",0.15,9,"technology"
"137","CBCIX","Calamos Investment Trust - Calamos Focus Growth Fund","Large Growth","Calamos",47900000,0.69,0,2,2003-11-30,"Growth","Large","USD",0.91,1.06,8.33,91.67,0,0,0,0,"23.7",3.92,"3.06","11.25","62,500.99",0,11.1,5.99,1.55,8.63,15.29,0,5.87,2.19,13.87,35.5,NA,NA,0,0,0,0,0,0,0,0,0,2,0.69,15.67,1.03,2.12,4.94,15.67,5.51,10.71,7.1,15.35,12.27,11.26,5.71,15.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,10,2,-3.84,0.01,-4.54,0,-1.29,-0.01,1.02,0.01,1.08,0.01,1,0.01,0.63,0.01,1.04,0.01,0.57,0.01,81.7,0.84,80.36,0.86,89.71,0.88,12.25,0.13,13.33,0.13,16.06,0.14,0.61,0.01,0.93,0.01,0.38,0.01,"6.84",0.13,"11.33",0.1,"4.9",0.15,9,"technology"
"138","CBCRX","Calamos Focus Growth R","Large Growth","Calamos",47900000,0.36,0,1,2007-02-28,"Growth","Large","USD",1.41,1.06,8.33,91.67,0,0,0,0,"23.7",3.92,"3.06","11.25","62,500.99",0,11.1,5.99,1.55,8.63,15.29,0,5.87,2.19,13.87,35.5,NA,NA,0,0,0,0,0,0,0,0,0,1,0.36,15.67,1.08,2.12,4.84,15.67,5.06,10.71,6.6,15.35,11.75,11.26,5.19,15.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,2,-4.26,0.01,-4.97,0,-1.78,-0.01,1.02,0.01,1.07,0.01,1,0.01,0.59,0.01,1,0.01,0.53,0.01,81.43,0.84,80.2,0.86,89.63,0.88,12.21,0.13,13.31,0.13,16.05,0.14,0.58,0.01,0.9,0.01,0.34,0.01,"6.38",0.13,"10.87",0.1,"4.38",0.15,9,"technology"
"139","CBXCX","Calamos Investment Trust - Calamos Focus Growth Fund","Large Growth","Calamos",47900000,0,0,1,2003-11-30,"Growth","Large","USD",1.91,1.06,8.33,91.67,0,0,0,0,"23.7",3.92,"3.06","11.25","62,500.99",0,11.1,5.99,1.55,8.63,15.29,0,5.87,2.19,13.87,35.5,NA,NA,0,0,0,0,0,0,0,0,0,1,0,15.67,1.01,2.12,4.76,15.67,4.52,10.71,6.07,15.35,11.17,11.26,4.66,15.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,10,2,-4.77,0.01,-5.51,0,-2.29,-0.01,1.02,0.01,1.07,0.01,1,0.01,0.55,0.01,0.96,0.01,0.49,0.01,81.37,0.84,80.32,0.86,89.69,0.88,12.23,0.13,13.32,0.13,16.06,0.14,0.53,0.01,0.86,0.01,0.31,0.01,"5.85",0.13,"10.32",0.1,"3.84",0.15,9,"technology"
"140","CCWRX","Columbia Select Large Cap Growth Fund Institutional 3 Class","Large Growth","Columbia",2.67e+09,21.35,0,2,2012-11-07,"Growth","Large","USD",0.71,1.06,0.66,99.34,0,0,0,0,"28.86",7.09,"5.12","21.09","61,514.13",0,20.1,12.93,0,3.79,26,0,0,2.63,0,34.56,NA,NA,0,0,0,0,0,0,0,0,0,3,21.35,15.67,1.6,2.12,21.35,15.67,9.24,10.71,17.5,15.35,10.98,11.26,17.08,15.94,-4.93,-2.09,35.54,27.67,-8.34,3.23,8.01,3.6,8.69,10,44.61,33.92,NA,NA,NA,NA,NA,NA,5,4,2,0.41,0.01,-2.24,0,-1.39,-0.01,1.32,0.01,1.31,0.01,1.21,0.01,1.47,0.01,0.99,0.01,1.45,0.01,72.63,0.84,73.79,0.86,75.1,0.88,16.68,0.13,17.03,0.13,17.7,0.14,0.98,0.01,0.65,0.01,0.96,0.01,"12.25",0.13,"7.79",0.1,"13.77",0.15,6,"technology"
"141","CEYIX","Calvert Equity Fund Class I","Large Growth","Calvert Research and Management",2.66e+09,17.2,0.2,4,1999-10-31,"Growth","Large","USD",0.74,1.06,2,97.12,0.58,0.22,0.08,0,"23.27",5.4,"3.67","15.97","68,857.43",8.36,7.09,16.4,1.03,9.42,16.47,0,4.7,0,11.45,25.09,NA,NA,0,0,0,0,0,0,0,0,0,4,17.2,15.67,3.78,2.12,17.2,15.67,20.14,10.71,16.84,15.35,13.22,11.26,16.76,15.94,5.42,-2.09,26.24,27.67,2.71,3.23,4.19,3.6,11.57,10,31.17,33.92,16.14,15.34,-1.7,-2.46,17.86,15.53,1,16,3,4.69,0.01,3.38,0,1.49,-0.01,0.84,0.01,0.86,0.01,0.95,0.01,1.35,0.01,1.08,0.01,1.37,0.01,84.3,0.84,88.95,0.86,90.68,0.88,9.92,0.13,10.28,0.13,12.67,0.14,1.5,0.01,1.19,0.01,1.26,0.01,"18.39",0.13,"14.38",0.1,"17.17",0.15,9,"technology"
"142","CEYRX","Calvert Equity Fund Class R6","Large Growth","Calvert Research and Management",2.66e+09,17.23,0.3,4,2017-10-02,"Growth","Large","USD",0.67,1.06,2,97.12,0.58,0.22,0.08,0,"23.27",5.4,"3.67","15.97","68,857.43",8.36,7.09,16.4,1.03,9.42,16.47,0,4.7,0,11.45,25.09,NA,NA,0,0,0,0,0,0,0,0,0,4,17.23,15.67,3.81,2.12,17.23,15.67,20.15,10.71,16.59,15.35,12.87,11.26,16.26,15.94,5.38,-2.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,4.48,0.01,3.06,0,1.05,-0.01,0.84,0.01,0.86,0.01,0.95,0.01,1.33,0.01,1.06,0.01,1.33,0.01,84.22,0.84,88.9,0.86,90.64,0.88,9.92,0.13,10.29,0.13,12.68,0.14,1.48,0.01,1.16,0.01,1.22,0.01,"18.11",0.13,"13.97",0.1,"16.64",0.15,9,"technology"
"143","CFGRX","Commerce Growth Fund","Large Growth","Commerce",144500000,15.08,0.61,3,1994-12-11,"Growth","Large","USD",0.77,1.06,0.95,99.05,0,0,0,0,"21.73",5.84,"3.26","15.1","84,796.01",5.44,12.61,7.3,2.43,8.27,13.14,0,0.05,0.03,21.65,29.08,NA,NA,0,0,0,0,0,0,0,0,0,3,15.08,15.67,3.02,2.12,15.08,15.67,13.91,10.71,15.41,15.35,13.53,11.26,15.89,15.94,-0.86,-2.09,27.55,27.67,8.69,3.23,5.47,3.6,15.11,10,29.4,33.92,14.75,15.34,-2.4,-2.46,13.27,15.53,2,18,6,1.81,0.01,2.68,0,0.33,-0.01,0.99,0.01,0.97,0.01,0.98,0.01,1.25,0.01,1.11,0.01,1.3,0.01,92.5,0.84,93.61,0.86,93.43,0.88,11.08,0.13,11.2,0.13,12.84,0.14,1.24,0.01,1.12,0.01,1.18,0.01,"14.24",0.13,"13.14",0.1,"15.79",0.15,10,"technology"
"144","CFSIX","Touchstone Sands Capital Select Growth Fund Class Y","Large Growth","Touchstone",1.84e+09,21.54,0,4,2004-08-26,"Growth","Large","USD",1.17,1.06,1.43,98.57,0,0,0,0,"33.07",8.64,"7.58","23.1","78,548.15",0,25.91,7.68,3.21,3.39,19.94,0,0,0,0,39.87,NA,NA,0,0,0,0,0,0,0,0,0,4,21.54,15.67,1.34,2.12,21.54,15.67,17.21,10.71,20.63,15.35,11.19,11.26,19.99,15.94,5.71,-2.09,34.44,27.67,-8.82,3.23,0.25,3.6,8.17,10,40.87,33.92,23.24,15.34,1.97,-2.46,25.4,15.53,5,11,3,3.94,0.01,-1.58,0,1.35,-0.01,1.26,0.01,1.26,0.01,1.19,0.01,1.7,0.01,1.01,0.01,1.66,0.01,61.73,0.84,68.49,0.86,73.95,0.88,17.22,0.13,17.05,0.13,17.55,0.14,1.11,0.01,0.66,0.01,1.11,0.01,"15.38",0.13,"8.25",0.1,"16.44",0.15,6,"technology"
"145","CGFAX","American Funds The Growth Fund of America Class 529-A","Large Growth","American Funds",1.8844e+11,13.77,0.5,3,2002-02-14,"Growth","Large","USD",0.69,1.06,5.94,93.35,0,0.06,0.65,0,"20.86",3.22,"2.52","9.66","92,065.01",2.76,18.67,10.52,0.7,3.93,16.12,0,2.46,5.99,9.46,29.4,NA,NA,0,0,0,0,0,0,0,0,0,3,13.77,15.67,1.89,2.12,13.77,15.67,7.25,10.71,15.67,15.35,11.43,11.26,15.36,15.94,-2.98,-2.09,26.06,27.67,8.36,3.23,5.29,3.6,9.19,10,33.7,33.92,20.45,15.34,-4.93,-2.46,12.27,15.53,2,13,3,1.7,0.01,0.33,0,-0.61,-0.01,1.03,0.01,1.02,0.01,1.01,0.01,1.28,0.01,0.97,0.01,1.27,0.01,87.68,0.84,89.93,0.86,92.79,0.88,11.76,0.13,12.08,0.13,13.35,0.14,1.19,0.01,0.89,0.01,1.11,0.01,"14",0.13,"10.37",0.1,"14.71",0.15,10,"technology"
"146","CGFCX","American Funds The Growth Fund of America Class 529-C","Large Growth","American Funds",1.8844e+11,13.56,0,3,2002-02-14,"Growth","Large","USD",1.47,1.06,5.94,93.35,0,0.06,0.65,0,"20.86",3.22,"2.52","9.66","92,065.01",2.76,18.67,10.52,0.7,3.93,16.12,0,2.46,5.99,9.46,29.4,NA,NA,0,0,0,0,0,0,0,0,0,3,13.56,15.67,1.85,2.12,13.56,15.67,6.47,10.71,14.8,15.35,10.58,11.26,14.46,15.94,-3.68,-2.09,25.06,27.67,7.55,3.23,4.47,3.6,8.35,10,32.69,33.92,19.47,15.34,-5.66,-2.46,11.35,15.53,2,13,3,0.96,0.01,-0.42,0,-1.38,-0.01,1.02,0.01,1.02,0.01,1.01,0.01,1.21,0.01,0.9,0.01,1.21,0.01,87.68,0.84,89.96,0.86,92.81,0.88,11.73,0.13,12.06,0.13,13.33,0.14,1.13,0.01,0.83,0.01,1.05,0.01,"13.2",0.13,"9.57",0.1,"13.84",0.15,10,"technology"
"147","CGFEX","American Funds The Growth Fund of America Class 529-E","Large Growth","American Funds",1.8844e+11,13.7,0.26,3,2002-02-28,"Growth","Large","USD",0.93,1.06,5.94,93.35,0,0.06,0.65,0,"20.86",3.22,"2.52","9.66","92,065.01",2.76,18.67,10.52,0.7,3.93,16.12,0,2.46,5.99,9.46,29.4,NA,NA,0,0,0,0,0,0,0,0,0,3,13.7,15.67,1.89,2.12,13.7,15.67,7.02,10.71,15.4,15.35,11.16,11.26,15.07,15.94,-3.18,-2.09,25.74,27.67,8.12,3.23,5.03,3.6,8.92,10,33.39,33.92,20.15,15.34,-5.17,-2.46,11.9,15.53,2,13,3,1.48,0.01,0.1,0,-0.86,-0.01,1.03,0.01,1.02,0.01,1.01,0.01,1.26,0.01,0.95,0.01,1.25,0.01,87.69,0.84,89.96,0.86,92.81,0.88,11.75,0.13,12.07,0.13,13.34,0.14,1.17,0.01,0.87,0.01,1.09,0.01,"13.76",0.13,"10.13",0.1,"14.43",0.15,10,"technology"
"148","CGFFX","American Funds The Growth Fund of America Class 529-F","Large Growth","American Funds",1.8844e+11,13.82,0.76,3,2002-09-15,"Growth","Large","USD",0.47,1.06,5.94,93.35,0,0.06,0.65,0,"20.86",3.22,"2.52","9.66","92,065.01",2.76,18.67,10.52,0.7,3.93,16.12,0,2.46,5.99,9.46,29.4,NA,NA,0,0,0,0,0,0,0,0,0,3,13.82,15.67,1.91,2.12,13.82,15.67,7.49,10.71,15.93,15.35,11.67,11.26,15.6,15.94,-2.74,-2.09,26.31,27.67,8.62,3.23,5.49,3.6,9.45,10,34,33.92,20.7,15.34,-4.73,-2.46,12.46,15.53,2,13,3,1.94,0.01,0.56,0,-0.39,-0.01,1.02,0.01,1.02,0.01,1.01,0.01,1.3,0.01,0.98,0.01,1.29,0.01,87.64,0.84,89.95,0.86,92.8,0.88,11.74,0.13,12.06,0.13,13.34,0.14,1.21,0.01,0.91,0.01,1.12,0.01,"14.28",0.13,"10.63",0.1,"14.96",0.15,10,"technology"
